"subjects"	"cluster.id"
"2140"	"subject2140"	2
"2141"	"subject2141"	1
"2142"	"subject2142"	5
"2143"	"subject2143"	3
"2144"	"subject2144"	3
"2145"	"subject2145"	4
"2146"	"subject2146"	3
"2147"	"subject2147"	4
"2148"	"subject2148"	3
"2149"	"subject2149"	4
"2150"	"subject2150"	5
"2151"	"subject2151"	3
"2152"	"subject2152"	2
"2153"	"subject2153"	4
"2154"	"subject2154"	5
"2155"	"subject2155"	1
"2156"	"subject2156"	5
"2157"	"subject2157"	1
"2158"	"subject2158"	3
"2159"	"subject2159"	2
"2160"	"subject2160"	1
"2161"	"subject2161"	1
"2162"	"subject2162"	1
"2163"	"subject2163"	1
"2164"	"subject2164"	2
"2165"	"subject2165"	2
"2166"	"subject2166"	2
"2167"	"subject2167"	3
"2168"	"subject2168"	4
"2169"	"subject2169"	3
"2170"	"subject2170"	1
"2171"	"subject2171"	1
"2172"	"subject2172"	1
"2173"	"subject2173"	4
"2174"	"subject2174"	2
"2175"	"subject2175"	2
"2176"	"subject2176"	5
"2177"	"subject2177"	1
"2178"	"subject2178"	5
"2179"	"subject2179"	4
"2180"	"subject2180"	1
"2181"	"subject2181"	1
"2182"	"subject2182"	4
"2183"	"subject2183"	4
"2184"	"subject2184"	4
"2185"	"subject2185"	2
"2186"	"subject2186"	4
"2187"	"subject2187"	4
"2188"	"subject2188"	1
"2189"	"subject2189"	3
"2190"	"subject2190"	2
"2191"	"subject2191"	4
"2192"	"subject2192"	5
"2193"	"subject2193"	5
"2194"	"subject2194"	2
"2195"	"subject2195"	3
"2196"	"subject2196"	3
"2197"	"subject2197"	3
"2198"	"subject2198"	1
"2199"	"subject2199"	1
"2200"	"subject2200"	2
"2201"	"subject2201"	2
"2202"	"subject2202"	1
"2203"	"subject2203"	1
"2204"	"subject2204"	3
"2205"	"subject2205"	4
"2206"	"subject2206"	4
"2207"	"subject2207"	4
"2208"	"subject2208"	1
"2209"	"subject2209"	2
"2210"	"subject2210"	1
"2211"	"subject2211"	2
"2212"	"subject2212"	5
"2213"	"subject2213"	5
"2214"	"subject2214"	2
"2215"	"subject2215"	1
"2216"	"subject2216"	4
"2217"	"subject2217"	2
"2218"	"subject2218"	2
"2219"	"subject2219"	3
"2220"	"subject2220"	3
"2221"	"subject2221"	3
"2222"	"subject2222"	1
"2223"	"subject2223"	1
"2224"	"subject2224"	4
"2225"	"subject2225"	4
"2226"	"subject2226"	1
"2227"	"subject2227"	4
"2228"	"subject2228"	3
"2229"	"subject2229"	4
"2230"	"subject2230"	3
"2231"	"subject2231"	3
"2232"	"subject2232"	1
"2233"	"subject2233"	3
"2234"	"subject2234"	4
"2235"	"subject2235"	4
"2236"	"subject2236"	1
"2237"	"subject2237"	5
"2238"	"subject2238"	5
"2239"	"subject2239"	2
"2240"	"subject2240"	4
"2241"	"subject2241"	4
"2242"	"subject2242"	5
"2243"	"subject2243"	1
"2244"	"subject2244"	3
"2245"	"subject2245"	3
"2246"	"subject2246"	4
"2247"	"subject2247"	5
"2248"	"subject2248"	3
"2249"	"subject2249"	1
"2250"	"subject2250"	5
"2251"	"subject2251"	2
"2252"	"subject2252"	5
"2253"	"subject2253"	1
"2254"	"subject2254"	1
"2255"	"subject2255"	3
"2256"	"subject2256"	2
"2257"	"subject2257"	1
"2258"	"subject2258"	4
"2259"	"subject2259"	3
"2260"	"subject2260"	1
"2261"	"subject2261"	4
"2262"	"subject2262"	4
"2263"	"subject2263"	4
"2264"	"subject2264"	4
"2265"	"subject2265"	1
"2266"	"subject2266"	5
"2267"	"subject2267"	5
"2268"	"subject2268"	3
"2269"	"subject2269"	1
"2270"	"subject2270"	2
"2271"	"subject2271"	1
"2272"	"subject2272"	2
"2273"	"subject2273"	4
"2274"	"subject2274"	3
"2275"	"subject2275"	4
"2276"	"subject2276"	1
"2277"	"subject2277"	1
"2278"	"subject2278"	2
"2279"	"subject2279"	3
"2280"	"subject2280"	5
"2281"	"subject2281"	4
"2282"	"subject2282"	5
"2283"	"subject2283"	4
"2284"	"subject2284"	2
"2285"	"subject2285"	2
"2286"	"subject2286"	2
"2287"	"subject2287"	1
"2288"	"subject2288"	4
"2289"	"subject2289"	2
"2290"	"subject2290"	1
"2291"	"subject2291"	1
"2292"	"subject2292"	3
"2293"	"subject2293"	3
"2294"	"subject2294"	1
"2295"	"subject2295"	4
"2296"	"subject2296"	2
"2297"	"subject2297"	3
"2298"	"subject2298"	3
"2299"	"subject2299"	4
"2300"	"subject2300"	5
"2301"	"subject2301"	3
"2302"	"subject2302"	1
"2303"	"subject2303"	3
"2304"	"subject2304"	5
"2305"	"subject2305"	3
"2306"	"subject2306"	5
"2307"	"subject2307"	1
"2308"	"subject2308"	1
"2309"	"subject2309"	4
"2310"	"subject2310"	1
"2311"	"subject2311"	1
"2312"	"subject2312"	3
"2313"	"subject2313"	2
"2314"	"subject2314"	4
"2315"	"subject2315"	1
"2316"	"subject2316"	5
"2317"	"subject2317"	1
"2318"	"subject2318"	2
"2319"	"subject2319"	1
"2320"	"subject2320"	1
"2321"	"subject2321"	2
"2322"	"subject2322"	3
"2323"	"subject2323"	3
"2324"	"subject2324"	3
"2325"	"subject2325"	5
"2326"	"subject2326"	3
"2327"	"subject2327"	2
"2328"	"subject2328"	4
"2329"	"subject2329"	4
"2330"	"subject2330"	5
"2331"	"subject2331"	2
"2332"	"subject2332"	3
"2333"	"subject2333"	1
"2334"	"subject2334"	4
"2335"	"subject2335"	3
"2336"	"subject2336"	3
"2337"	"subject2337"	3
"2338"	"subject2338"	4
"2339"	"subject2339"	2
"2340"	"subject2340"	1
"2341"	"subject2341"	3
"2342"	"subject2342"	4
"2343"	"subject2343"	2
"2344"	"subject2344"	2
"2345"	"subject2345"	1
"2346"	"subject2346"	2
"2347"	"subject2347"	3
"2348"	"subject2348"	4
"2349"	"subject2349"	3
"2350"	"subject2350"	4
"2351"	"subject2351"	3
"2352"	"subject2352"	2
"2353"	"subject2353"	3
"2354"	"subject2354"	1
"2355"	"subject2355"	2
"2356"	"subject2356"	2
"2357"	"subject2357"	2
"2358"	"subject2358"	2
"2359"	"subject2359"	2
"2360"	"subject2360"	3
"2361"	"subject2361"	1
"2362"	"subject2362"	1
"2363"	"subject2363"	3
"2364"	"subject2364"	3
"2365"	"subject2365"	2
"2366"	"subject2366"	3
"2367"	"subject2367"	3
"2368"	"subject2368"	5
"2369"	"subject2369"	4
"2370"	"subject2370"	3
"2371"	"subject2371"	4
"2372"	"subject2372"	2
"2373"	"subject2373"	4
"2374"	"subject2374"	2
"2375"	"subject2375"	1
"2376"	"subject2376"	4
"2377"	"subject2377"	4
"2378"	"subject2378"	3
"2379"	"subject2379"	3
"2380"	"subject2380"	4
"2381"	"subject2381"	3
"2382"	"subject2382"	3
"2383"	"subject2383"	1
"2384"	"subject2384"	4
"2385"	"subject2385"	4
"2386"	"subject2386"	5
"2387"	"subject2387"	1
"2388"	"subject2388"	5
"2389"	"subject2389"	1
"2390"	"subject2390"	4
"2391"	"subject2391"	1
"2392"	"subject2392"	2
"2393"	"subject2393"	5
"2394"	"subject2394"	4
"2395"	"subject2395"	5
"2396"	"subject2396"	3
"2397"	"subject2397"	2
"2398"	"subject2398"	1
"2399"	"subject2399"	1
"2400"	"subject2400"	5
"2401"	"subject2401"	2
"2402"	"subject2402"	5
"2403"	"subject2403"	5
"2404"	"subject2404"	4
"2405"	"subject2405"	3
"2406"	"subject2406"	5
"2407"	"subject2407"	5
"2408"	"subject2408"	1
"2409"	"subject2409"	2
"2410"	"subject2410"	1
"2411"	"subject2411"	2
"2412"	"subject2412"	5
"2413"	"subject2413"	4
"2414"	"subject2414"	1
"2415"	"subject2415"	2
"2416"	"subject2416"	2
"2417"	"subject2417"	4
"2418"	"subject2418"	1
"2419"	"subject2419"	5
"2420"	"subject2420"	4
"2421"	"subject2421"	4
"2422"	"subject2422"	2
"2423"	"subject2423"	3
"2424"	"subject2424"	4
"2425"	"subject2425"	1
"2426"	"subject2426"	5
"2427"	"subject2427"	1
"2428"	"subject2428"	3
"2429"	"subject2429"	4
"2430"	"subject2430"	4
"2431"	"subject2431"	2
"2432"	"subject2432"	4
"2433"	"subject2433"	3
"2434"	"subject2434"	1
"2435"	"subject2435"	3
"2436"	"subject2436"	3
"2437"	"subject2437"	1
"2438"	"subject2438"	1
"2439"	"subject2439"	2
"2440"	"subject2440"	5
"2441"	"subject2441"	4
"2442"	"subject2442"	4
"2443"	"subject2443"	3
"2444"	"subject2444"	5
"2445"	"subject2445"	1
"2446"	"subject2446"	3
"2447"	"subject2447"	1
"2448"	"subject2448"	2
"2449"	"subject2449"	4
"2450"	"subject2450"	1
"2451"	"subject2451"	4
"2452"	"subject2452"	1
"2453"	"subject2453"	1
"2454"	"subject2454"	5
"2455"	"subject2455"	2
"2456"	"subject2456"	3
"2457"	"subject2457"	3
"2458"	"subject2458"	3
"2459"	"subject2459"	4
"2460"	"subject2460"	1
"2461"	"subject2461"	1
"2462"	"subject2462"	2
"2463"	"subject2463"	4
"2464"	"subject2464"	4
"2465"	"subject2465"	4
"2466"	"subject2466"	2
"2467"	"subject2467"	4
"2468"	"subject2468"	2
"2469"	"subject2469"	4
"2470"	"subject2470"	5
"2471"	"subject2471"	3
"2472"	"subject2472"	3
"2473"	"subject2473"	5
"2474"	"subject2474"	2
"2475"	"subject2475"	4
"2476"	"subject2476"	3
"2477"	"subject2477"	1
"2478"	"subject2478"	5
"2479"	"subject2479"	1
"2480"	"subject2480"	5
"2481"	"subject2481"	2
"2482"	"subject2482"	4
"2483"	"subject2483"	1
"2484"	"subject2484"	4
"2485"	"subject2485"	2
"2486"	"subject2486"	1
"2487"	"subject2487"	3
"2488"	"subject2488"	1
"2489"	"subject2489"	2
"2490"	"subject2490"	3
"2491"	"subject2491"	2
"2492"	"subject2492"	5
"2493"	"subject2493"	1
"2494"	"subject2494"	4
"2495"	"subject2495"	5
"2496"	"subject2496"	1
"2497"	"subject2497"	4
"2498"	"subject2498"	2
"2499"	"subject2499"	3
"2500"	"subject2500"	2
"2501"	"subject2501"	1
"2502"	"subject2502"	4
"2503"	"subject2503"	2
"2504"	"subject2504"	1
"2505"	"subject2505"	1
"2506"	"subject2506"	3
"2507"	"subject2507"	3
"2508"	"subject2508"	4
"2509"	"subject2509"	1
"2510"	"subject2510"	1
"2511"	"subject2511"	5
"2512"	"subject2512"	1
"2513"	"subject2513"	4
"2514"	"subject2514"	2
"2515"	"subject2515"	1
"2516"	"subject2516"	4
"2517"	"subject2517"	5
"2518"	"subject2518"	1
"2519"	"subject2519"	4
"2520"	"subject2520"	1
"2521"	"subject2521"	2
"2522"	"subject2522"	4
"2523"	"subject2523"	1
"2524"	"subject2524"	2
"2525"	"subject2525"	1
"2526"	"subject2526"	1
"2527"	"subject2527"	2
"2528"	"subject2528"	3
"2529"	"subject2529"	3
"2530"	"subject2530"	4
"2531"	"subject2531"	1
"2532"	"subject2532"	3
"2533"	"subject2533"	3
"2534"	"subject2534"	2
"2535"	"subject2535"	5
"2536"	"subject2536"	4
"2537"	"subject2537"	1
"2538"	"subject2538"	1
"2539"	"subject2539"	1
"2540"	"subject2540"	4
"2541"	"subject2541"	2
"2542"	"subject2542"	1
"2543"	"subject2543"	2
"2544"	"subject2544"	2
"2545"	"subject2545"	2
"2546"	"subject2546"	4
"2547"	"subject2547"	4
"2548"	"subject2548"	3
"2549"	"subject2549"	1
"2550"	"subject2550"	1
"2551"	"subject2551"	1
"2552"	"subject2552"	4
"2553"	"subject2553"	5
"2554"	"subject2554"	3
"2555"	"subject2555"	1
"2556"	"subject2556"	1
"2557"	"subject2557"	5
"2558"	"subject2558"	3
"2559"	"subject2559"	3
"2560"	"subject2560"	3
"2561"	"subject2561"	4
"2562"	"subject2562"	3
"2563"	"subject2563"	5
"2564"	"subject2564"	1
"2565"	"subject2565"	4
"2566"	"subject2566"	4
"2567"	"subject2567"	2
"2568"	"subject2568"	2
"2569"	"subject2569"	1
"2570"	"subject2570"	4
"2571"	"subject2571"	1
"2572"	"subject2572"	3
"2573"	"subject2573"	4
"2574"	"subject2574"	5
"2575"	"subject2575"	3
"2576"	"subject2576"	2
"2577"	"subject2577"	4
"2578"	"subject2578"	3
"2579"	"subject2579"	4
"2580"	"subject2580"	4
"2581"	"subject2581"	5
"2582"	"subject2582"	1
"2583"	"subject2583"	1
"2584"	"subject2584"	3
"2585"	"subject2585"	1
"2586"	"subject2586"	3
"2587"	"subject2587"	5
"2588"	"subject2588"	5
"2589"	"subject2589"	4
"2590"	"subject2590"	1
"2591"	"subject2591"	3
"2592"	"subject2592"	2
"2593"	"subject2593"	1
"2594"	"subject2594"	2
"2595"	"subject2595"	5
"2596"	"subject2596"	4
"2597"	"subject2597"	1
"2598"	"subject2598"	2
"2599"	"subject2599"	2
"2600"	"subject2600"	2
"2601"	"subject2601"	4
"2602"	"subject2602"	1
"2603"	"subject2603"	5
"2604"	"subject2604"	3
"2605"	"subject2605"	1
"2606"	"subject2606"	3
"2607"	"subject2607"	5
"2608"	"subject2608"	2
"2609"	"subject2609"	1
"2610"	"subject2610"	3
"2611"	"subject2611"	5
"2612"	"subject2612"	1
"2613"	"subject2613"	3
"2614"	"subject2614"	4
"2615"	"subject2615"	4
"2616"	"subject2616"	5
"2617"	"subject2617"	4
"2618"	"subject2618"	2
"2619"	"subject2619"	4
"2620"	"subject2620"	1
"2621"	"subject2621"	3
"2622"	"subject2622"	3
"2623"	"subject2623"	2
"2624"	"subject2624"	2
"2625"	"subject2625"	2
"2626"	"subject2626"	3
"2627"	"subject2627"	5
"2628"	"subject2628"	2
"2629"	"subject2629"	3
"2630"	"subject2630"	5
"2631"	"subject2631"	1
"2632"	"subject2632"	1
"2633"	"subject2633"	2
"2634"	"subject2634"	1
"2635"	"subject2635"	1
"2636"	"subject2636"	4
"2637"	"subject2637"	5
"2638"	"subject2638"	4
"2639"	"subject2639"	5
"2640"	"subject2640"	5
"2641"	"subject2641"	4
"2642"	"subject2642"	1
"2643"	"subject2643"	1
"2644"	"subject2644"	2
"2645"	"subject2645"	5
"2646"	"subject2646"	3
"2647"	"subject2647"	4
"2648"	"subject2648"	5
"2649"	"subject2649"	5
"2650"	"subject2650"	3
"2651"	"subject2651"	2
"2652"	"subject2652"	1
"2653"	"subject2653"	1
"2654"	"subject2654"	5
"2655"	"subject2655"	1
"2656"	"subject2656"	4
"2657"	"subject2657"	4
"2658"	"subject2658"	1
"2659"	"subject2659"	3
"2660"	"subject2660"	1
"2661"	"subject2661"	4
"2662"	"subject2662"	3
"2663"	"subject2663"	1
"2664"	"subject2664"	1
"2665"	"subject2665"	3
"2666"	"subject2666"	2
"2667"	"subject2667"	1
"2668"	"subject2668"	2
"2669"	"subject2669"	2
"2670"	"subject2670"	2
"2671"	"subject2671"	5
"2672"	"subject2672"	4
"2673"	"subject2673"	3
"2674"	"subject2674"	4
"2675"	"subject2675"	1
"2676"	"subject2676"	4
"2677"	"subject2677"	4
"2678"	"subject2678"	3
"2679"	"subject2679"	2
"2680"	"subject2680"	4
"2681"	"subject2681"	1
"2682"	"subject2682"	4
"2683"	"subject2683"	1
"2684"	"subject2684"	4
"2685"	"subject2685"	4
"2686"	"subject2686"	3
"2687"	"subject2687"	5
"2688"	"subject2688"	1
"2689"	"subject2689"	2
"2690"	"subject2690"	5
"2691"	"subject2691"	3
"2692"	"subject2692"	4
"2693"	"subject2693"	1
"2694"	"subject2694"	3
"2695"	"subject2695"	5
"2696"	"subject2696"	1
"2697"	"subject2697"	5
"2698"	"subject2698"	3
"2699"	"subject2699"	3
"2700"	"subject2700"	3
"2701"	"subject2701"	3
"2702"	"subject2702"	3
"2703"	"subject2703"	2
"2704"	"subject2704"	4
"2705"	"subject2705"	5
"2706"	"subject2706"	2
"2707"	"subject2707"	5
"2708"	"subject2708"	4
"2709"	"subject2709"	5
"2710"	"subject2710"	5
"2711"	"subject2711"	2
"2712"	"subject2712"	5
"2713"	"subject2713"	1
"2714"	"subject2714"	4
"2715"	"subject2715"	2
"2716"	"subject2716"	3
"2717"	"subject2717"	5
"2718"	"subject2718"	2
"2719"	"subject2719"	4
"2720"	"subject2720"	1
"2721"	"subject2721"	3
"2722"	"subject2722"	1
"2723"	"subject2723"	4
"2724"	"subject2724"	3
"2725"	"subject2725"	1
"2726"	"subject2726"	3
"2727"	"subject2727"	5
"2728"	"subject2728"	3
"2729"	"subject2729"	1
"2730"	"subject2730"	3
"2731"	"subject2731"	1
"2732"	"subject2732"	3
"2733"	"subject2733"	1
"2734"	"subject2734"	1
"2735"	"subject2735"	3
"2736"	"subject2736"	2
"2737"	"subject2737"	2
"2738"	"subject2738"	5
"2739"	"subject2739"	5
"2740"	"subject2740"	4
"2741"	"subject2741"	1
"2742"	"subject2742"	2
"2743"	"subject2743"	2
"2744"	"subject2744"	1
"2745"	"subject2745"	3
"2746"	"subject2746"	2
"2747"	"subject2747"	4
"2748"	"subject2748"	4
"2749"	"subject2749"	4
"2750"	"subject2750"	4
"2751"	"subject2751"	1
"2752"	"subject2752"	3
"2753"	"subject2753"	2
"2754"	"subject2754"	5
"2755"	"subject2755"	5
"2756"	"subject2756"	3
"2757"	"subject2757"	5
"2758"	"subject2758"	2
"2759"	"subject2759"	4
"2760"	"subject2760"	1
"2761"	"subject2761"	3
"2762"	"subject2762"	5
"2763"	"subject2763"	1
"2764"	"subject2764"	3
"2765"	"subject2765"	5
"2766"	"subject2766"	3
"2767"	"subject2767"	3
"2768"	"subject2768"	1
"2769"	"subject2769"	2
"2770"	"subject2770"	5
"2771"	"subject2771"	5
"2772"	"subject2772"	5
"2773"	"subject2773"	4
"2774"	"subject2774"	2
"2775"	"subject2775"	1
"2776"	"subject2776"	4
"2777"	"subject2777"	1
"2778"	"subject2778"	4
"2779"	"subject2779"	2
"2780"	"subject2780"	2
"2781"	"subject2781"	4
"2782"	"subject2782"	2
"2783"	"subject2783"	1
"2784"	"subject2784"	5
"2785"	"subject2785"	2
"2786"	"subject2786"	1
"2787"	"subject2787"	4
"2788"	"subject2788"	1
"2789"	"subject2789"	1
"2790"	"subject2790"	3
"2791"	"subject2791"	4
"2792"	"subject2792"	3
"2793"	"subject2793"	5
"2794"	"subject2794"	2
"2795"	"subject2795"	3
"2796"	"subject2796"	4
"2797"	"subject2797"	1
"2798"	"subject2798"	2
"2799"	"subject2799"	2
"2800"	"subject2800"	1
"2801"	"subject2801"	1
"2802"	"subject2802"	4
"2803"	"subject2803"	1
"2804"	"subject2804"	5
"2805"	"subject2805"	4
"2806"	"subject2806"	3
"2807"	"subject2807"	5
"2808"	"subject2808"	2
"2809"	"subject2809"	3
"2810"	"subject2810"	5
"2811"	"subject2811"	2
"2812"	"subject2812"	1
"2813"	"subject2813"	2
"2814"	"subject2814"	1
"2815"	"subject2815"	1
"2816"	"subject2816"	4
"2817"	"subject2817"	1
"2818"	"subject2818"	1
"2819"	"subject2819"	2
"2820"	"subject2820"	5
"2821"	"subject2821"	1
"2822"	"subject2822"	2
"2823"	"subject2823"	5
"2824"	"subject2824"	3
"2825"	"subject2825"	1
"2826"	"subject2826"	2
"2827"	"subject2827"	1
"2828"	"subject2828"	2
"2829"	"subject2829"	4
"2830"	"subject2830"	4
"2831"	"subject2831"	1
"2832"	"subject2832"	3
"2833"	"subject2833"	1
"2834"	"subject2834"	1
"2835"	"subject2835"	2
"2836"	"subject2836"	2
"2837"	"subject2837"	4
"2838"	"subject2838"	3
"2839"	"subject2839"	1
"2840"	"subject2840"	3
"2841"	"subject2841"	2
"2842"	"subject2842"	2
"2843"	"subject2843"	2
"2844"	"subject2844"	5
"2845"	"subject2845"	2
"2846"	"subject2846"	1
"2847"	"subject2847"	3
"2848"	"subject2848"	1
"2849"	"subject2849"	5
"2850"	"subject2850"	2
"2851"	"subject2851"	2
"2852"	"subject2852"	5
"2853"	"subject2853"	5
"2854"	"subject2854"	1
"2855"	"subject2855"	5
"2856"	"subject2856"	1
"2857"	"subject2857"	1
"2858"	"subject2858"	2
"2859"	"subject2859"	2
"2860"	"subject2860"	4
"2861"	"subject2861"	5
"2862"	"subject2862"	1
"2863"	"subject2863"	2
"2864"	"subject2864"	5
"2865"	"subject2865"	5
"2866"	"subject2866"	2
"2867"	"subject2867"	1
"2868"	"subject2868"	5
"2869"	"subject2869"	1
"2870"	"subject2870"	1
"2871"	"subject2871"	5
"2872"	"subject2872"	1
"2873"	"subject2873"	2
"2874"	"subject2874"	3
"2875"	"subject2875"	1
"2876"	"subject2876"	2
"2877"	"subject2877"	3
"2878"	"subject2878"	2
"2879"	"subject2879"	1
"2880"	"subject2880"	3
"2881"	"subject2881"	2
"2882"	"subject2882"	2
"2883"	"subject2883"	5
"2884"	"subject2884"	2
"2885"	"subject2885"	3
"2886"	"subject2886"	3
"2887"	"subject2887"	1
"2888"	"subject2888"	3
"2889"	"subject2889"	4
"2890"	"subject2890"	3
"2891"	"subject2891"	2
"2892"	"subject2892"	1
"2893"	"subject2893"	2
"2894"	"subject2894"	2
"2895"	"subject2895"	5
"2896"	"subject2896"	2
"2897"	"subject2897"	2
"2898"	"subject2898"	1
"2899"	"subject2899"	1
"2900"	"subject2900"	1
"2901"	"subject2901"	1
"2902"	"subject2902"	3
"2903"	"subject2903"	2
"2904"	"subject2904"	4
"2905"	"subject2905"	1
"2906"	"subject2906"	2
"2907"	"subject2907"	1
"2908"	"subject2908"	1
"2909"	"subject2909"	1
"2910"	"subject2910"	2
"2911"	"subject2911"	5
"2912"	"subject2912"	3
"2913"	"subject2913"	5
"2914"	"subject2914"	3
"2915"	"subject2915"	5
"2916"	"subject2916"	1
"2917"	"subject2917"	3
"2918"	"subject2918"	2
"2919"	"subject2919"	1
"2920"	"subject2920"	1
"2921"	"subject2921"	4
"2922"	"subject2922"	1
"2923"	"subject2923"	1
"2924"	"subject2924"	2
"2925"	"subject2925"	1
"2926"	"subject2926"	1
"2927"	"subject2927"	5
"2928"	"subject2928"	1
"2929"	"subject2929"	2
"2930"	"subject2930"	1
"2931"	"subject2931"	3
"2932"	"subject2932"	1
"2933"	"subject2933"	5
"2934"	"subject2934"	1
"2935"	"subject2935"	1
"2936"	"subject2936"	3
"2937"	"subject2937"	5
"2938"	"subject2938"	1
"2939"	"subject2939"	2
"2940"	"subject2940"	2
"2941"	"subject2941"	2
"2942"	"subject2942"	1
"2943"	"subject2943"	1
"2944"	"subject2944"	2
"2945"	"subject2945"	3
"2946"	"subject2946"	3
"2947"	"subject2947"	5
"2948"	"subject2948"	4
"2949"	"subject2949"	3
"2950"	"subject2950"	1
"2951"	"subject2951"	5
"2952"	"subject2952"	5
"2953"	"subject2953"	4
"2954"	"subject2954"	2
"2955"	"subject2955"	4
"2956"	"subject2956"	1
"2957"	"subject2957"	5
"2958"	"subject2958"	3
"2959"	"subject2959"	5
"2960"	"subject2960"	3
"2961"	"subject2961"	5
"2962"	"subject2962"	3
"2963"	"subject2963"	2
"2964"	"subject2964"	2
"2965"	"subject2965"	1
"2966"	"subject2966"	4
"2967"	"subject2967"	1
"2968"	"subject2968"	4
"2969"	"subject2969"	3
"2970"	"subject2970"	1
"2971"	"subject2971"	4
"2972"	"subject2972"	1
"2973"	"subject2973"	2
"2974"	"subject2974"	5
"2975"	"subject2975"	1
"2976"	"subject2976"	3
"2977"	"subject2977"	3
"2978"	"subject2978"	4
"2979"	"subject2979"	1
"2980"	"subject2980"	5
"2981"	"subject2981"	5
"2982"	"subject2982"	3
"2983"	"subject2983"	1
"2984"	"subject2984"	5
"2985"	"subject2985"	2
"2986"	"subject2986"	4
"2987"	"subject2987"	5
"2988"	"subject2988"	3
"2989"	"subject2989"	2
"2990"	"subject2990"	1
"2991"	"subject2991"	3
"2992"	"subject2992"	3
"2993"	"subject2993"	5
"2994"	"subject2994"	1
"2995"	"subject2995"	5
"2996"	"subject2996"	3
"2997"	"subject2997"	2
"2998"	"subject2998"	1
"2999"	"subject2999"	3
"3000"	"subject3000"	2
"3001"	"subject3001"	5
"3002"	"subject3002"	4
"3003"	"subject3003"	2
"3004"	"subject3004"	5
"3005"	"subject3005"	3
"3006"	"subject3006"	4
"3007"	"subject3007"	2
"3008"	"subject3008"	5
"3009"	"subject3009"	1
"3010"	"subject3010"	4
"3011"	"subject3011"	5
"3012"	"subject3012"	2
"3013"	"subject3013"	1
"3014"	"subject3014"	5
"3015"	"subject3015"	4
"3016"	"subject3016"	4
"3017"	"subject3017"	4
"3018"	"subject3018"	5
"3019"	"subject3019"	3
"3020"	"subject3020"	4
"3021"	"subject3021"	2
"3022"	"subject3022"	4
"3023"	"subject3023"	2
"3024"	"subject3024"	2
"3025"	"subject3025"	2
"3026"	"subject3026"	1
"3027"	"subject3027"	2
"3028"	"subject3028"	2
"3029"	"subject3029"	5
"3030"	"subject3030"	5
"3031"	"subject3031"	5
"3032"	"subject3032"	3
"3033"	"subject3033"	5
"3034"	"subject3034"	2
"3035"	"subject3035"	3
"3036"	"subject3036"	4
"3037"	"subject3037"	2
"3038"	"subject3038"	3
"3039"	"subject3039"	2
"3040"	"subject3040"	2
"3041"	"subject3041"	4
"3042"	"subject3042"	2
"3043"	"subject3043"	5
"3044"	"subject3044"	2
"3045"	"subject3045"	4
"3046"	"subject3046"	2
"3047"	"subject3047"	2
"3048"	"subject3048"	2
"3049"	"subject3049"	3
"3050"	"subject3050"	1
"3051"	"subject3051"	5
"3052"	"subject3052"	4
"3053"	"subject3053"	2
"3054"	"subject3054"	1
"3055"	"subject3055"	4
"3056"	"subject3056"	2
"3057"	"subject3057"	2
"3058"	"subject3058"	4
"3059"	"subject3059"	4
"3060"	"subject3060"	3
"3061"	"subject3061"	5
"3062"	"subject3062"	4
"3063"	"subject3063"	3
"3064"	"subject3064"	1
"3065"	"subject3065"	3
"3066"	"subject3066"	1
"3067"	"subject3067"	4
"3068"	"subject3068"	5
"3069"	"subject3069"	5
"3070"	"subject3070"	1
"3071"	"subject3071"	2
"3072"	"subject3072"	5
"3073"	"subject3073"	1
"3074"	"subject3074"	4
"3075"	"subject3075"	4
"3076"	"subject3076"	3
"3077"	"subject3077"	3
"3078"	"subject3078"	3
"3079"	"subject3079"	3
"3080"	"subject3080"	1
"3081"	"subject3081"	3
"3082"	"subject3082"	2
"3083"	"subject3083"	3
"3084"	"subject3084"	4
"3085"	"subject3085"	5
"3086"	"subject3086"	3
"3087"	"subject3087"	1
"3088"	"subject3088"	4
"3089"	"subject3089"	2
"3090"	"subject3090"	2
"3091"	"subject3091"	1
"3092"	"subject3092"	4
"3093"	"subject3093"	1
"3094"	"subject3094"	4
"3095"	"subject3095"	1
"3096"	"subject3096"	3
"3097"	"subject3097"	4
"3098"	"subject3098"	4
"3099"	"subject3099"	3
"3100"	"subject3100"	4
"3101"	"subject3101"	1
"3102"	"subject3102"	1
"3103"	"subject3103"	1
"3104"	"subject3104"	3
"3105"	"subject3105"	4
"3106"	"subject3106"	1
"3107"	"subject3107"	2
"3108"	"subject3108"	2
"3109"	"subject3109"	3
"3110"	"subject3110"	1
"3111"	"subject3111"	4
"3112"	"subject3112"	3
"3113"	"subject3113"	1
"3114"	"subject3114"	3
"3115"	"subject3115"	3
"3116"	"subject3116"	1
"3117"	"subject3117"	3
"3118"	"subject3118"	5
"3119"	"subject3119"	2
"3120"	"subject3120"	5
"3121"	"subject3121"	2
"3122"	"subject3122"	2
"3123"	"subject3123"	1
"3124"	"subject3124"	1
"3125"	"subject3125"	4
"3126"	"subject3126"	5
"3127"	"subject3127"	1
"3128"	"subject3128"	3
"3129"	"subject3129"	2
"3130"	"subject3130"	3
"3131"	"subject3131"	1
"3132"	"subject3132"	2
"3133"	"subject3133"	4
"3134"	"subject3134"	3
"3135"	"subject3135"	5
"3136"	"subject3136"	2
"3137"	"subject3137"	1
"3138"	"subject3138"	2
